source_file,city_name,district_name,total_shops,matched_count,unmatched_count,error_count,api_request_count,output_csv,output_json,finished_at
"徐州市.json","徐州市","全市","1","1","0","0","0","keyword_output\by_district\徐州市\徐州市_amap_keyword.csv","keyword_output\by_district\徐州市\徐州市_amap_keyword.json","2026-06-23 16:31:56"
